LastLoginDate,CustomerClass,NoRekCustomer ,CustomerName,Country,City,Region,Umur,Category,TipeProduct,TransPerMonth, Balance ,SalaryPerMonth,Kids,Houses,Vehicles
7/12/2012,Gold Class,TEC-PH-10000526,Rob Lucas,indonesia,Jogyakarta,Region B,20,menikah,Mandiri Deposit,1," 107,318,102 ",111196846,3,0,1
7/12/2012,Gold Class,OFF-BI-10003314,Rob Lucas,indonesia,Jogyakarta,Region B,80,menikah,Mandiri Deposit,70," 690,372,915 ",121965187,2,0,0
7/12/2012,Gold Class,OFF-AR-10003190,Rob Lucas,indonesia,Jogyakarta,Region B,59,menikah,Mandiri Deposit,175," 755,606,653 ",191004883,3,0,0
7/12/2012,Gold Class,FUR-FU-10001861,Rob Lucas,indonesia,Jogyakarta,Region B,60,single,Mandiri Deposit,171," 978,664,586 ",184784207,0,0,0
7/12/2012,Gold Class,TEC-PH-10003963,Rob Lucas,indonesia,Jogyakarta,Region B,57,menikah,Mandiri Deposit,19," 638,550,558 ",116268652,1,0,2
5/1/2014,Platinum Class,OFF-LA-10003388,Neoma Murray,indonesia,Padang,Region A,79,single,Mandiri Deposit,118," 852,633,348 ",47211987,1,1,0
12/27/2011,Standard Class,OFF-PA-10003657,Jeremy Farry,indonesia,Balikpapan,Region C,45,menikah,Mandiri Deposit,14," 916,046,498 ",128486491,3,0,0
2/27/2013,Gold Class,OFF-BI-10004738,Eric Barreto,indonesia,Bali,Region B,52,menikah,Mandiri Deposit,174," 766,756,962 ",180294653,2,0,2
10/22/2014,Standard Class,OFF-BI-10003984,Natalie DeCherney,indonesia,Balikpapan,Region C,76,menikah,Mandiri Deposit,23," 33,975,477 ",19832980,0,1,1
5/5/2011,Platinum Class,FUR-CH-10001146,Emily Burns,indonesia,jakarta,Region B,71,single,Mandiri Deposit,13," 371,116,994 ",91616518,0,0,2
11/8/2012,Standard Class,OFF-BI-10003291,Duane Benoit,indonesia,Semarang,Region B,75,menikah,Mandiri Deposit,114," 103,086,830 ",44056889,3,0,0
4/11/2011,Standard Class,OFF-BI-10004817,Sanjit Engle,indonesia,Balikpapan,Region C,35,menikah,Mandiri Deposit,27," 910,673,777 ",158287063,3,1,0
6/11/2013,Platinum Class,OFF-LA-10003720,Joy Bell-,indonesia,Palembang,Region A,80,single,Mandiri Deposit,132," 393,778,925 ",105501347,1,0,0
5/28/2012,Standard Class,TEC-PH-10004093,Maxwell Schwartz,indonesia,Banda Aceh,Region A,74,single,Mandiri Deposit,51," 987,083,507 ",6386364,3,1,2
5/28/2012,Standard Class,OFF-ST-10001490,Maxwell Schwartz,indonesia,Banda Aceh,Region A,54,single,Mandiri Consumer Loan,144," 258,717,713 ",90032972,1,1,1
5/28/2012,Standard Class,OFF-BI-10000605,Maxwell Schwartz,indonesia,Banda Aceh,Region A,57,single,Mandiri Deposit,133," 638,299,105 ",162017550,1,0,1
5/28/2012,Standard Class,OFF-PA-10004255,Maxwell Schwartz,indonesia,Banda Aceh,Region A,78,single,Mandiri Deposit,174," 212,500,280 ",159431385,2,0,2
9/10/2014,Standard Class,FUR-FU-10000023,Sean O'Donnell,indonesia,Makasar,Region D,45,menikah,Mandiri Deposit,143," 584,599,288 ",161826512,2,1,2
10/15/2012,Silver Class,FUR-FU-10000719,Guy Armstrong,indonesia,Mataram,Region B,74,single,Mandiri Deposit,130," 91,216,917 ",168368343,2,1,2
8/4/2014,Gold Class,OFF-LA-10001297,Bruce Degenhardt,indonesia,Balikpapan,Region C,78,menikah,Mandiri Deposit,198," 654,201,307 ",58127493,2,0,0
4/28/2014,Platinum Class,OFF-AR-10003373,Arthur Prichep,indonesia,Balikpapan,Region C,74,menikah,Mandiri Deposit,163," 690,485,710 ",165634547,0,0,0
4/28/2014,Platinum Class,OFF-AR-10000390,Arthur Prichep,indonesia,Balikpapan,Region C,36,menikah,Mandiri Deposit,39," 671,975,430 ",21276532,1,1,2
4/28/2014,Platinum Class,OFF-AR-10001725,Arthur Prichep,indonesia,Balikpapan,Region C,50,menikah,Mandiri Deposit,131," 204,442,788 ",84428087,1,1,2
9/12/2013,Standard Class,TEC-CO-10001943,Jill Fjeld,indonesia,Makasar,Region D,56,menikah,Mandiri Deposit,95," 41,977,289 ",36226324,0,1,0
10/23/2014,Gold Class,OFF-BI-10000831,Helen Abelman,indonesia,Samarinda,Region C,38,menikah,Mandiri Deposit,79," 498,159,462 ",153758497,1,1,0
8/2/2012,Standard Class,OFF-BI-10002003,Corey-Lock,indonesia,Balikpapan,Region C,79,menikah,Mandiri Deposit,156," 190,470,247 ",107565117,0,0,0
8/2/2012,Standard Class,TEC-MA-10001972,Corey-Lock,indonesia,Balikpapan,Region C,73,menikah,Mandiri Saving,154," 363,480,283 ",12819114,3,1,0
6/25/2014,Gold Class,OFF-FA-10001332,Kean Thornton,indonesia,Balikpapan,Region C,73,menikah,Mandiri Credit Card,127," 74,563,971 ",93768951,3,0,0
5/3/2012,Standard Class,OFF-AR-10001468,Stewart Visinsky,indonesia,Palembang,Region A,79,single,Mandiri Deposit,102," 659,042,131 ",49424358,3,1,2
5/3/2012,Standard Class,OFF-AP-10003266,Stewart Visinsky,indonesia,Palembang,Region A,43,single,Mandiri Deposit,30," 483,306,984 ",60608424,2,1,2
5/3/2012,Standard Class,OFF-PA-10002230,Stewart Visinsky,indonesia,Palembang,Region A,61,single,Mandiri Deposit,182," 918,672,074 ",53924804,2,0,1
5/3/2012,Standard Class,OFF-AP-10003622,Stewart Visinsky,indonesia,Palembang,Region A,28,single,Mandiri Deposit,174," 126,798,632 ",69689568,0,0,0
5/3/2012,Standard Class,TEC-AC-10001542,Stewart Visinsky,indonesia,Palembang,Region A,71,single,Mandiri Deposit,98," 263,128,618 ",169260516,3,0,2
5/3/2012,Standard Class,FUR-CH-10002965,Stewart Visinsky,indonesia,Palembang,Region A,65,menikah,Mandiri Deposit,193," 728,857,298 ",49625927,1,1,2
5/3/2012,Standard Class,OFF-ST-10000563,Stewart Visinsky,indonesia,Palembang,Region A,24,single,Mandiri Consumer Loan,124," 57,218,902 ",56475556,1,0,1
8/1/2013,Standard Class,OFF-AP-10001005,Ken Lonsdale,indonesia,Surabaya,Region B,34,menikah,Mandiri Deposit,58," 74,376,838 ",152948395,3,0,1
8/1/2013,Standard Class,TEC-PH-10004042,Ken Lonsdale,indonesia,Surabaya,Region B,28,menikah,Mandiri Deposit,85," 628,212,177 ",92193191,1,0,1
8/1/2013,Standard Class,TEC-PH-10001079,Ken Lonsdale,indonesia,Surabaya,Region B,34,menikah,Mandiri Deposit,164," 768,924,535 ",159454686,0,1,1
8/1/2013,Standard Class,FUR-FU-10002918,Ken Lonsdale,indonesia,Surabaya,Region B,29,single,Mandiri Deposit,65," 429,254,888 ",55733945,1,0,2
3/28/2014,Gold Class,FUR-FU-10003832,Alejandro Grove,indonesia,Palembang,Region A,43,menikah,Mandiri Deposit,172," 874,853,305 ",173564018,2,0,2
3/14/2011,Standard Class,OFF-BI-10001617,Jason Fortune-,indonesia,Balikpapan,Region C,46,menikah,Mandiri Deposit,1," 266,560,389 ",27272107,3,0,0
3/14/2011,Standard Class,OFF-ST-10000736,Jason Fortune-,indonesia,Balikpapan,Region C,55,menikah,Mandiri Consumer Loan,159," 791,967,174 ",64738561,1,1,1
3/14/2011,Standard Class,TEC-AC-10004877,Jason Fortune-,indonesia,Balikpapan,Region C,79,menikah,Mandiri Deposit,165," 383,856,519 ",182266572,0,1,2
3/14/2011,Standard Class,OFF-ST-10003221,Jason Fortune-,indonesia,Balikpapan,Region C,74,menikah,Mandiri Consumer Loan,196," 444,436,928 ",116788266,3,0,0
3/14/2011,Standard Class,OFF-BI-10003007,Jason Fortune-,indonesia,Balikpapan,Region C,67,menikah,Mandiri Deposit,100," 643,421,767 ",18360198,2,0,0
7/15/2013,Gold Class,OFF-FA-10000936,Richard Eichhorn,indonesia,Banda Aceh,Region A,36,single,Mandiri Credit Card,110," 446,065,011 ",66702049,3,1,0
12/2/2013,Silver Class,TEC-PH-10003811,Mike Vittorini,indonesia,Makasar,Region D,28,menikah,Mandiri Deposit,85," 439,859,713 ",89115925,3,0,0
6/25/2013,Standard Class,TEC-PH-10001305,Hunter Lopez,indonesia,jakarta,Region B,62,menikah,Mandiri Deposit,48," 508,945,910 ",89700134,1,0,0
3/31/2014,Standard Class,OFF-BI-10001525,Becky Pak,indonesia,Medan,Region A,48,single,Mandiri Deposit,106," 684,883,118 ",173024132,3,0,1
12/20/2011,Platinum Class,TEC-AC-10003628,Carol Triggs,indonesia,Balikpapan,Region C,80,menikah,Mandiri Deposit,37," 235,476,521 ",136366150,3,0,1
12/20/2011,Platinum Class,OFF-PA-10000357,Carol Triggs,indonesia,Balikpapan,Region C,44,menikah,Mandiri Deposit,76," 627,222,414 ",17097194,1,1,1
12/20/2011,Platinum Class,OFF-PA-10003270,Carol Triggs,indonesia,Balikpapan,Region C,32,menikah,Mandiri Deposit,138," 595,483,609 ",80284437,3,1,0
12/17/2012,Silver Class,OFF-BI-10000320,John Lee,indonesia,Surabaya,Region B,39,menikah,Mandiri Deposit,35," 335,122,741 ",20886259,0,1,1
12/17/2012,Silver Class,FUR-CH-10003846,John Lee,indonesia,Surabaya,Region B,50,single,Mandiri Deposit,184," 429,596,823 ",168852846,3,0,1
12/17/2012,Silver Class,FUR-CH-10004875,John Lee,indonesia,Surabaya,Region B,20,single,Mandiri Deposit,191," 436,308,068 ",177665850,0,1,2
12/17/2012,Silver Class,FUR-CH-10003817,John Lee,indonesia,Surabaya,Region B,42,single,Mandiri Deposit,39," 585,419,254 ",192310189,3,0,1
12/17/2012,Silver Class,FUR-FU-10002116,John Lee,indonesia,Surabaya,Region B,47,single,Mandiri Deposit,138," 911,123,085 ",175169787,2,0,0
5/18/2013,Platinum Class,OFF-SU-10000381,Arthur Gainer,indonesia,Jambi,Region A,71,single,Mandiri Deposit,68," 411,119,063 ",192090249,0,1,1
5/18/2013,Platinum Class,OFF-LA-10002475,Arthur Gainer,indonesia,Jambi,Region A,67,single,Mandiri Deposit,17," 173,542,788 ",20615201,1,0,0
5/18/2013,Platinum Class,FUR-FU-10003975,Arthur Gainer,indonesia,Jambi,Region A,69,menikah,Mandiri Deposit,53," 117,339,106 ",55888666,2,0,0
6/30/2014,Platinum Class,OFF-BI-10003091,William Brown,indonesia,Balikpapan,Region C,41,menikah,Mandiri Deposit,198," 267,893,597 ",48396958,2,1,1
6/30/2014,Platinum Class,OFF-ST-10002974,William Brown,indonesia,Balikpapan,Region C,60,menikah,Mandiri Consumer Loan,72," 118,738,530 ",149056564,0,0,0
6/30/2014,Platinum Class,OFF-AR-10000255,William Brown,indonesia,Balikpapan,Region C,32,menikah,Mandiri Deposit,7," 689,568,749 ",97358143,0,1,0
6/30/2014,Platinum Class,TEC-AC-10001284,William Brown,indonesia,Balikpapan,Region C,30,menikah,Mandiri Deposit,125," 180,303,696 ",90524985,2,0,2
3/31/2011,Silver Class,OFF-BI-10003529,Jas O'Carroll,indonesia,Palembang,Region A,77,single,Mandiri Deposit,172," 858,593,243 ",78894683,0,0,0
12/16/2011,Standard Class,OFF-PA-10000029,Ed Jacobs,indonesia,Semarang,Region B,45,menikah,Mandiri Deposit,46," 928,762,131 ",103847373,2,1,0
12/16/2011,Standard Class,FUR-FU-10002116,Ed Jacobs,indonesia,Semarang,Region B,62,single,Mandiri Deposit,198," 256,469,855 ",24632860,0,0,1
5/19/2014,Platinum Class,TEC-PH-10002200,Adrian Barton,indonesia,Balikpapan,Region C,66,menikah,Mandiri Deposit,66," 17,391,872 ",13975253,2,0,0
5/12/2012,Standard Class,TEC-PH-10000441,Larry Tron,indonesia,Balikpapan,Region C,67,menikah,Mandiri Deposit,32," 864,397,259 ",175466503,3,1,1
12/12/2012,Standard Class,OFF-AR-10001662,Eric Murdock,indonesia,Banda Aceh,Region A,29,single,Mandiri Deposit,135," 307,113,844 ",189275185,0,0,2
6/7/2011,Gold Class,FUR-TA-10002041,Nick Radford,indonesia,Bandung,Region B,67,single,Investment and Bank Insurance,8," 583,662,293 ",166734524,3,1,0
11/7/2011,Standard Class,OFF-BI-10003684,Lena Hernandez,indonesia,Balikpapan,Region C,77,menikah,Mandiri Deposit,55," 517,923,298 ",112610442,1,0,0
7/19/2013,Gold Class,TEC-AC-10000487,Susan Vittorini,indonesia,Jogyakarta,Region B,56,menikah,Mandiri Deposit,41," 786,339,462 ",190858821,1,1,1
3/29/2012,Gold Class,OFF-PA-10001736,Richard Bierner,indonesia,Balikpapan,Region C,67,menikah,Mandiri Deposit,113," 831,272,478 ",63429806,3,1,1
3/29/2012,Gold Class,OFF-PA-10001609,Richard Bierner,indonesia,Balikpapan,Region C,37,menikah,Mandiri Deposit,185," 965,672,842 ",10149865,0,0,1
3/29/2012,Gold Class,TEC-AC-10003116,Richard Bierner,indonesia,Balikpapan,Region C,27,menikah,Mandiri Deposit,125," 860,330,155 ",77083369,0,1,1
2/18/2012,Standard Class,OFF-LA-10003510,Guy Thornton,indonesia,Samarinda,Region C,72,menikah,Mandiri Deposit,96," 379,839,972 ",103830213,0,1,0
11/13/2014,Standard Class,OFF-LA-10004853,Christine Sundaresam,indonesia,Balikpapan,Region C,45,menikah,Mandiri Deposit,104," 691,585,057 ",40413165,1,1,2
11/13/2014,Standard Class,OFF-AR-10000315,Christine Sundaresam,indonesia,Balikpapan,Region C,71,menikah,Mandiri Deposit,179," 437,948,215 ",100340057,1,1,0
11/13/2014,Standard Class,OFF-SU-10000381,Christine Sundaresam,indonesia,Balikpapan,Region C,56,menikah,Mandiri Deposit,146," 689,341,061 ",72870814,0,1,2
3/6/2014,Silver Class,OFF-FA-10002763,Julia Dunbar,indonesia,jakarta,Region B,31,menikah,Mandiri Credit Card,6," 46,123,249 ",180794415,2,1,0
3/6/2014,Silver Class,OFF-ST-10000877,Julia Dunbar,indonesia,jakarta,Region B,71,menikah,Mandiri Consumer Loan,29," 403,034,448 ",118723091,3,1,0
3/6/2014,Silver Class,OFF-BI-10001071,Julia Dunbar,indonesia,jakarta,Region B,77,menikah,Mandiri Deposit,182," 582,766,746 ",19353146,1,1,0
3/6/2014,Silver Class,OFF-BI-10001097,Julia Dunbar,indonesia,jakarta,Region B,39,menikah,Mandiri Deposit,59," 882,693,846 ",114832598,3,0,1
12/10/2013,Standard Class,TEC-PH-10000169,Emily Burns,indonesia,Makasar,Region D,32,menikah,Mandiri Deposit,69," 555,505,170 ",17057798,2,1,2
11/21/2014,Standard Class,FUR-CH-10001482,Erica Smith,indonesia,Makasar,Region D,23,menikah,Mandiri Deposit,164," 90,020,837 ",68474579,0,1,1
12/12/2012,Standard Class,TEC-AC-10002018,Joni Blumstein,indonesia,Bandung,Region B,72,menikah,Mandiri Deposit,23," 658,800,015 ",73134683,2,1,1
9/22/2014,Standard Class,OFF-BI-10004141,Emily Burns,indonesia,Palembang,Region A,79,single,Mandiri Deposit,57," 452,449,286 ",102061520,2,1,0
11/3/2011,Standard Class,TEC-PH-10000984,Speros Goranitis,indonesia,Padang,Region A,38,single,Mandiri Deposit,78," 424,714,161 ",80502182,2,0,2
11/3/2011,Standard Class,OFF-BI-10000666,Speros Goranitis,indonesia,Padang,Region A,29,single,Mandiri Deposit,37," 661,088,868 ",34083861,0,1,1
11/3/2011,Standard Class,OFF-BI-10003712,Speros Goranitis,indonesia,Padang,Region A,74,single,Mandiri Deposit,126," 807,200,973 ",111644287,1,0,2
12/31/2013,Standard Class,OFF-LA-10003720,Bryan Mills,indonesia,Medan,Region A,68,single,Mandiri Deposit,85," 40,974,834 ",55844870,3,0,1
12/31/2013,Standard Class,OFF-SU-10001664,Bryan Mills,indonesia,Medan,Region A,29,single,Mandiri Deposit,58," 268,831,855 ",41096720,1,1,2
9/17/2011,Standard Class,OFF-EN-10001453,Nick Radford,indonesia,Pontianak,Region C,53,menikah,Mandiri Deposit,174," 24,471,559 ",48656286,2,0,2
11/25/2014,Platinum Class,OFF-AR-10001860,Patrick Gardner,indonesia,Balikpapan,Region C,39,menikah,Mandiri Deposit,158," 48,546,809 ",13279672,3,0,0
10/31/2011,Gold Class,TEC-PH-10000486,Amy Cox,indonesia,Pontianak,Region C,70,menikah,Mandiri Deposit,41," 356,197,256 ",137611795,3,0,2
11/24/2014,Standard Class,FUR-FU-10004909,Christopher Martinez,indonesia,Jogyakarta,Region B,36,single,Mandiri Deposit,163," 854,298,744 ",100183019,2,0,2
11/24/2014,Standard Class,OFF-LA-10001613,Christopher Martinez,indonesia,Jogyakarta,Region B,62,menikah,Mandiri Deposit,124," 881,547,452 ",96697462,0,1,1
11/24/2014,Standard Class,TEC-PH-10004447,Christopher Martinez,indonesia,Jogyakarta,Region B,26,menikah,Mandiri Deposit,67," 140,201,508 ",92123808,2,1,2
11/8/2014,Standard Class,OFF-AP-10000696,Pete Kriz,indonesia,Padang,Region A,21,single,Mandiri Deposit,14," 568,645,151 ",176738158,1,0,1
7/8/2011,Platinum Class,FUR-CH-10002647,Michelle Huthwaite,indonesia,Jambi,Region A,73,menikah,Mandiri Deposit,164," 425,842,136 ",10834064,0,0,2
11/7/2011,Standard Class,FUR-CH-10002758,Steven Cartwright,indonesia,Semarang,Region B,27,single,Mandiri Deposit,167," 487,695,549 ",116705507,0,0,0
11/7/2011,Standard Class,OFF-BI-10000201,Steven Cartwright,indonesia,Semarang,Region B,60,menikah,Mandiri Deposit,67," 607,494,821 ",120447556,2,1,2
11/7/2011,Standard Class,OFF-SU-10004115,Steven Cartwright,indonesia,Semarang,Region B,60,menikah,Mandiri Deposit,181," 450,904,157 ",82089168,1,1,0
1/29/2014,Standard Class,OFF-PA-10000806,Giulietta Baptist,indonesia,Semarang,Region B,52,menikah,Mandiri Deposit,160," 854,260,337 ",148674359,2,0,2
12/11/2012,Standard Class,OFF-AR-10001473,Irene Maddox,indonesia,Pontianak,Region C,63,menikah,Mandiri Deposit,199," 103,396,748 ",74627065,2,0,1
12/11/2012,Standard Class,OFF-AR-10001545,Irene Maddox,indonesia,Pontianak,Region C,56,menikah,Mandiri Deposit,8," 662,064,784 ",156702108,3,1,1
12/11/2012,Standard Class,TEC-AC-10004396,Irene Maddox,indonesia,Pontianak,Region C,68,menikah,Mandiri Deposit,166," 771,412,978 ",51914922,0,1,2
12/11/2012,Standard Class,OFF-PA-10001166,Irene Maddox,indonesia,Pontianak,Region C,43,menikah,Mandiri Deposit,29," 402,631,647 ",139215762,1,1,2
12/11/2012,Standard Class,OFF-PA-10003256,Irene Maddox,indonesia,Pontianak,Region C,59,menikah,Mandiri Deposit,51," 704,005,458 ",49812691,1,1,0
6/29/2012,Standard Class,OFF-PA-10002870,Michelle Moray,indonesia,Padang,Region A,75,single,Mandiri Deposit,64," 990,463,370 ",170697352,0,1,2
7/14/2014,Gold Class,TEC-PH-10003885,Mark Jambi,indonesia,Palembang,Region A,65,single,Mandiri Deposit,109," 492,204,509 ",168116236,0,0,0
7/14/2014,Gold Class,FUR-FU-10002501,Mark Jambi,indonesia,Palembang,Region A,44,menikah,Mandiri Deposit,116," 616,391,791 ",131056782,0,1,1
11/22/2012,Gold Class,OFF-PA-10000176,Nathan Gelder,indonesia,Balikpapan,Region C,31,menikah,Mandiri Deposit,84," 636,168,934 ",50093429,3,0,2
11/22/2012,Gold Class,OFF-PA-10000327,Nathan Gelder,indonesia,Balikpapan,Region C,74,menikah,Mandiri Deposit,22," 165,344,771 ",122337198,0,1,1
11/22/2012,Gold Class,OFF-ST-10004634,Nathan Gelder,indonesia,Balikpapan,Region C,79,menikah,Mandiri Consumer Loan,28," 446,899,512 ",144148207,0,1,0
12/27/2012,Platinum Class,OFF-PA-10003228,Richard Eichhorn,indonesia,Mataram,Region B,77,menikah,Mandiri Deposit,135," 439,784,072 ",60766921,0,0,2
12/27/2012,Platinum Class,TEC-PH-10004345,Richard Eichhorn,indonesia,Mataram,Region B,66,menikah,Mandiri Deposit,143," 185,858,312 ",12569325,0,0,0
11/15/2013,Gold Class,FUR-CH-10000785,Eugene Barchas,indonesia,Palembang,Region A,37,menikah,Mandiri Deposit,162," 46,661,150 ",192954547,0,0,0
11/15/2013,Gold Class,TEC-CO-10004115,Eugene Barchas,indonesia,Palembang,Region A,51,single,Mandiri Deposit,72," 830,265,430 ",133315552,0,0,2
11/15/2013,Gold Class,FUR-FU-10002813,Eugene Barchas,indonesia,Palembang,Region A,67,menikah,Mandiri Deposit,52," 826,815,074 ",24171971,0,1,1
5/9/2013,Platinum Class,OFF-PA-10002751,Trudy Brown,indonesia,Balikpapan,Region C,80,menikah,Mandiri Deposit,196," 345,137,939 ",57436204,3,1,1
12/26/2011,Standard Class,OFF-PA-10004569,Maureen Gnade,indonesia,Palembang,Region A,63,single,Mandiri Deposit,82," 808,423,528 ",21115995,0,1,2
12/26/2011,Standard Class,OFF-AP-10002998,Maureen Gnade,indonesia,Palembang,Region A,28,single,Mandiri Deposit,166," 145,393,623 ",56601650,2,1,1
12/26/2011,Standard Class,OFF-AP-10003287,Maureen Gnade,indonesia,Palembang,Region A,76,single,Mandiri Deposit,187," 275,299,914 ",133471899,2,1,0
12/26/2011,Standard Class,OFF-ST-10001370,Maureen Gnade,indonesia,Palembang,Region A,35,single,Mandiri Consumer Loan,177," 611,674,803 ",9916380,2,1,0
6/9/2014,Standard Class,OFF-BI-10004040,Liz Willingham,indonesia,Palembang,Region A,75,single,Mandiri Deposit,109," 58,273,029 ",174514436,1,0,2
4/7/2012,Standard Class,OFF-AP-10002651,Peter Fuller,indonesia,jakarta,Region B,57,menikah,Mandiri Deposit,138," 319,916,219 ",76570469,3,1,2
4/7/2012,Standard Class,TEC-AC-10002402,Peter Fuller,indonesia,jakarta,Region B,62,menikah,Mandiri Deposit,108," 49,976,117 ",76811694,1,1,0
11/22/2013,Standard Class,TEC-MA-10000752,Chloris Kastensmidt,indonesia,Medan,Region A,51,single,Mandiri Saving,63," 58,522,352 ",67509893,1,1,2
11/22/2013,Standard Class,FUR-CH-10003817,Chloris Kastensmidt,indonesia,Medan,Region A,32,menikah,Mandiri Deposit,93," 559,991,041 ",137655637,3,0,0
11/22/2013,Standard Class,FUR-FU-10001876,Chloris Kastensmidt,indonesia,Medan,Region A,26,menikah,Mandiri Deposit,180," 369,153,556 ",127782882,2,1,2
5/16/2013,Standard Class,OFF-BI-10002393,Thomas Thornton,indonesia,Padang,Region A,79,single,Mandiri Deposit,144," 494,376,737 ",85087453,1,1,0
11/7/2011,Standard Class,OFF-AP-10001293,Maribeth Schnelling,indonesia,Semarang,Region B,22,menikah,Mandiri Deposit,188," 873,602,089 ",96628812,1,0,0
11/7/2011,Standard Class,OFF-ST-10004258,Maribeth Schnelling,indonesia,Semarang,Region B,68,menikah,Mandiri Consumer Loan,73," 517,059,081 ",6731733,0,0,0
11/7/2011,Standard Class,OFF-ST-10002214,Maribeth Schnelling,indonesia,Semarang,Region B,49,menikah,Mandiri Consumer Loan,27," 597,060,305 ",54084595,2,0,0
11/7/2011,Standard Class,OFF-BI-10004970,Maribeth Schnelling,indonesia,Semarang,Region B,51,menikah,Mandiri Deposit,171," 517,981,195 ",173064466,0,1,2
6/2/2014,Platinum Class,OFF-BI-10003429,Fred Harton,indonesia,Jambi,Region A,37,single,Mandiri Deposit,113," 739,042,908 ",161598443,0,0,2
6/2/2014,Platinum Class,OFF-PA-10000682,Fred Harton,indonesia,Jambi,Region A,38,single,Mandiri Deposit,155," 248,985,339 ",101551096,3,1,0
6/2/2014,Platinum Class,TEC-PH-10001700,Fred Harton,indonesia,Jambi,Region A,80,single,Mandiri Deposit,185," 578,493,436 ",172770804,2,0,0
12/24/2013,Standard Class,OFF-BI-10001267,Neoma Murray,indonesia,Jambi,Region A,71,single,Mandiri Deposit,63," 736,484,392 ",166074343,3,1,2
11/8/2013,Platinum Class,OFF-FA-10004968,Cindy Chapman,indonesia,Medan,Region A,38,single,Mandiri Credit Card,112," 955,337,531 ",171625983,0,1,0
7/23/2012,Gold Class,OFF-BI-10003460,Melanie Seite,indonesia,Banda Aceh,Region A,24,single,Mandiri Deposit,155," 910,823,726 ",89815795,2,0,0
9/8/2011,Standard Class,OFF-AR-10003045,Marc Crier,indonesia,Balikpapan,Region C,60,menikah,Mandiri Deposit,125," 391,622,298 ",164913811,1,0,1
9/8/2011,Standard Class,OFF-AR-10000380,Marc Crier,indonesia,Balikpapan,Region C,67,menikah,Mandiri Deposit,158," 429,705,986 ",77637959,2,1,2
9/8/2011,Standard Class,OFF-ST-10000736,Marc Crier,indonesia,Balikpapan,Region C,71,menikah,Mandiri Consumer Loan,54," 139,879,168 ",47674394,1,0,0
12/12/2011,Gold Class,OFF-ST-10000617,Logan Haushalter,indonesia,Balikpapan,Region C,48,menikah,Mandiri Consumer Loan,142," 747,646,049 ",74823792,1,1,0
1/13/2012,Standard Class,OFF-BI-10003364,Philip Brown,indonesia,Balikpapan,Region C,50,menikah,Mandiri Deposit,117," 50,360,790 ",10670753,1,1,0
6/27/2014,Standard Class,TEC-PH-10001425,Steven Cartwright,indonesia,Padang,Region A,34,single,Mandiri Deposit,19," 198,734,508 ",120551822,1,0,2
11/14/2014,Standard Class,OFF-BI-10001718,Ted Trevino,indonesia,Balikpapan,Region C,72,menikah,Mandiri Deposit,91," 395,134,691 ",148190806,1,0,2
11/14/2014,Standard Class,OFF-ST-10000991,Ted Trevino,indonesia,Balikpapan,Region C,37,menikah,Mandiri Consumer Loan,157," 637,315,592 ",19779326,3,1,1
11/14/2014,Standard Class,OFF-LA-10001613,Ted Trevino,indonesia,Balikpapan,Region C,58,menikah,Mandiri Deposit,144," 563,718,276 ",187922564,1,0,1
5/24/2014,Standard Class,OFF-FA-10000840,Ken Lonsdale,indonesia,Semarang,Region B,80,menikah,Mandiri Credit Card,90," 885,003,920 ",150428915,0,1,1
5/24/2014,Standard Class,OFF-AP-10001947,Ken Lonsdale,indonesia,Semarang,Region B,76,menikah,Mandiri Deposit,112," 38,283,426 ",61694772,0,0,1
5/24/2014,Standard Class,OFF-ST-10002301,Ken Lonsdale,indonesia,Semarang,Region B,77,menikah,Mandiri Consumer Loan,99," 796,434,652 ",129851403,1,0,0
5/24/2014,Standard Class,OFF-BI-10001922,Ken Lonsdale,indonesia,Semarang,Region B,65,menikah,Mandiri Deposit,126," 917,456,283 ",18509211,0,0,0
3/9/2014,Standard Class,OFF-BI-10003876,Alan Hwang,indonesia,Pontianak,Region C,68,menikah,Mandiri Deposit,34," 180,081,443 ",39878118,0,1,2
3/9/2014,Standard Class,OFF-AR-10001972,Alan Hwang,indonesia,Pontianak,Region C,53,menikah,Mandiri Deposit,156," 768,465,909 ",119038273,3,1,0
10/15/2011,Platinum Class,FUR-CH-10003761,Anna Chung,indonesia,Palembang,Region A,41,menikah,Mandiri Deposit,14," 191,410,303 ",138504448,0,1,0
10/15/2011,Platinum Class,OFF-PA-10002230,Anna Chung,indonesia,Palembang,Region A,80,single,Mandiri Deposit,23," 787,952,694 ",146638570,0,1,0
8/23/2013,Standard Class,OFF-BI-10000088,Sheri Gordon,indonesia,Pontianak,Region C,80,menikah,Mandiri Deposit,139," 316,960,749 ",28332061,1,0,2
3/8/2014,Standard Class,OFF-BI-10003669,Shahid Hopkins,indonesia,Padang,Region A,56,single,Mandiri Deposit,131," 666,593,362 ",69094437,2,0,2
3/8/2014,Standard Class,OFF-LA-10003510,Shahid Hopkins,indonesia,Padang,Region A,48,single,Mandiri Deposit,146," 863,609,429 ",174886769,1,0,2
11/18/2011,Gold Class,OFF-BI-10001757,MaryBeth Skach,indonesia,Bandar Lampung,Region A,56,single,Mandiri Deposit,187," 628,129,561 ",121602504,2,1,2
11/18/2011,Gold Class,TEC-PH-10004875,MaryBeth Skach,indonesia,Bandar Lampung,Region A,66,single,Mandiri Deposit,176," 133,870,098 ",47289569,0,0,2
